source	target	weight
Discrimination	Foreign relations of Iran	1
Hydraulics	Neutron diffraction	1
Discrimination	Foreign relations of Italy	1
Hydraulics	Newtonian fluid	1
Discrimination	Foreign relations of Japan	1
Hydraulics	Nitrogen	1
Discrimination	Foreign relations of Lesotho	1
Hydraulics	Nitronium ion	1
Discrimination	Foreign relations of Libya under Muammar Gaddafi	1
Hydraulics	Noble gas	1
Discrimination	Foreign relations of Madagascar	1
Hydraulics	North Ossetia-Alania	1
Apartheid	Attribution bias	1
Hydraulics	Nozomi (spacecraft)	1
Discrimination	Foreign relations of Malaysia	1
Hydraulics	Nuclear meltdown	1
Discrimination	Foreign relations of Mexico	1
Hydraulics	Oganesson	1
Acid	Base (chemistry)	1
Hydraulics	Optical jukebox	1
Discrimination	Foreign relations of Myanmar	1
Hydraulics	Outline of physics	1
Apartheid	Augrabies Falls	1
Hydraulics	Oxide	1
Discrimination	Foreign relations of New Zealand	1
Hydraulics	Parking brake	1
Apartheid	Augrabies Falls National Park	1
Hydraulics	Patagonia	1
Discrimination	Foreign relations of Pakistan	1
Hydraulics	Penicillin	1
Discrimination	Foreign relations of Panama	1
Hydraulics	Period (periodic table)	1
Discrimination	Foreign relations of Paraguay	1
Hydraulics	Period 3 element	1
Discrimination	Foreign relations of South Africa	1
Hydraulics	Periodic table	1
Apartheid	August 18	1
Hydraulics	Peroxide	1
Discrimination	Foreign relations of the Federated States of Micronesia	1
Hydraulics	Petroleum jelly	1
Discrimination	Foreign relations of the Netherlands	1
Hydraulics	Phase diagram	1
Discrimination	Foreign relations of the Philippines	1
Hydraulics	Phase transition	1
Apartheid	August 1967	1
Hydraulics	Photolithography	1
Discrimination	Foreign relations of Vanuatu	1
Acid	Glauber	1
Discrimination	Foreign relations of Zambia	1
Hydraulics	Pierre-Simon Laplace	1
Discrimination	Forensic dentistry	1
Hydraulics	Pit stop	1
Discrimination	Forgiveness	1
Hydraulics	Playland (Vancouver)	1
Discrimination	Forms of government	1
Hydraulics	Plum pudding model	1
Discrimination	Formula fiction	1
Hydraulics	Pneuma (disambiguation)	1
Discrimination	Foster care	1
Hydraulics	Pneumatic actuator	1
Discrimination	Fox News	1
Hydraulics	Pneumatic cylinder	1
Discrimination	Francis Dolarhyde	1
Hydraulics	Pneumatic exercise equipment	1
Discrimination	Francois Botha	1
Hydraulics	Pneumatic System	1
Discrimination	Frank (magazine)	1
Hydraulics	Pneumatical	1
Discrimination	Frank Aiken	1
Hydraulics	Pneumatisation	1
Discrimination	Frank E. Peretti	1
Hydraulics	Pnuematics	1
Discrimination	Frank Mdlalose	1
Hydraulics	Polytrope	1
Discrimination	Frank Rizzo	1
Hydraulics	Portal:Current events/October 2002	1
Discrimination	Franschhoek	1
Hydraulics	Portal:United States/Anniversaries/February	1
Discrimination	Frasier Crane	1
Hydraulics	Portal:United States/On this day/February 26	1
Discrimination	Fratricide	1
Hydraulics	Pottery	1
Apartheid	Augusta National Golf Club	1
Hydraulics	Power hammer	1
Discrimination	Freddy Krueger	1
Acid	Glenn T. Seaborg	1
Discrimination	Free State (province)	1
Hydraulics	Powered exoskeleton	1
Discrimination	Freedom Front Plus	1
Hydraulics	Pressure	1
Apartheid	Aung San Suu Kyi	1
Hydraulics	Programmable thermostat	1
Apartheid	Aurora, Western Cape	1
Hydraulics	Propane	1
Apartheid	Australian cuisine	1
Hydraulics	Propofol	1
Apartheid	Austrian cuisine	1
Hydraulics	Protogalaxy	1
Discrimination	French Algeria	1
Hydraulics	Prva Petoletka	1
Discrimination	French fries	1
Hydraulics	Psychohistory (fictional)	1
Discrimination	French paradox	1
Hydraulics	Pump	1
Discrimination	French Revolution	1
Hydraulics	Pyropress	1
Discrimination	French Southern and Antarctic Lands	1
Hydraulics	Rabbit	1
Discrimination	Friend zone	1
Hydraulics	Radon	1
Discrimination	From Enslavement to Obliteration	1
Hydraulics	Railroad Safety Appliance Act	1
Discrimination	Frown	1
Hydraulics	Railway air brake	1
Discrimination	Fu Manchu	1
Hydraulics	Rashid Sunyaev	1
Discrimination	Full Metal Panic!	1
Hydraulics	Razer (robot)	1
Discrimination	Full Metal Panic? Fumoffu	1
Hydraulics	Recreational drug use	1
Discrimination	Funchal	1
Hydraulics	Refining	1
Discrimination	Fundamental attribution error	1
Hydraulics	Regenerative brake	1
Discrimination	FUTON bias	1
Hydraulics	Relay valve	1
Discrimination	Fynbos	1
Hydraulics	Respiratory system	1
Discrimination	G N' R Lies	1
Hydraulics	Retarder (railroad)	1
Discrimination	Gabe Kapler	1
Hydraulics	Rheology	1
Discrimination	Gabon	1
Hydraulics	Roadblock (robot)	1
Discrimination	Gail Simone	1
Hydraulics	Robot	1
Discrimination	Galjoen	1
Hydraulics	Rogaland	1
Discrimination	Galli	1
Hydraulics	Roșia Poieni copper mine	1
Discrimination	Gansbaai	1
Hydraulics	Rowland Detrosier	1
Discrimination	Garden Route	1
Hydraulics	Rufus Henry Gilbert	1
Discrimination	Garfield Sobers	1
Hydraulics	Saint Pierre and Miquelon	1
Discrimination	Garth Marenghi	1
Hydraulics	Sakhalin Oblast	1
Discrimination	Garveyism	1
Hydraulics	Sander	1
Discrimination	Gary Coleman	1
Hydraulics	Sarcosine	1
Discrimination	Gary Dourdan	1
Hydraulics	Schienenzeppelin	1
Discrimination	Gary Oldman	1
Hydraulics	Second law of thermodynamics	1
Discrimination	Gaslighting	1
Hydraulics	Serine	1
Discrimination	Gasoline	1
Hydraulics	Shaft mining	1
Discrimination	Gastritis	1
Hydraulics	Shell Centre	1
Discrimination	Gateway Theatre of Shopping	1
Hydraulics	Shuttle valve	1
Apartheid	Autar Singh Paintal	1
Hydraulics	SJB Institute Of Technology	1
Discrimination	Gay bar	1
Hydraulics	Snake-arm robot	1
Alcoholism	Cuteness	1
Hydraulics	Soko G-2 Galeb	1
Discrimination	Gay bathhouse	1
Hydraulics	Solder paste	1
Discrimination	Gay Liberation Front	1
Hydraulics	Solubility	1
Discrimination	Gay panic defense	1
Hydraulics	Spark gap	1
Discrimination	Gay village	1
Hydraulics	Speed of sound	1
Discrimination	Gay–straight alliance	1
Hydraulics	Star Trek planet classification	1
Acid	Base excess	1
Hydraulics	Stäubli	1
Discrimination	Gaydar	1
Hydraulics	Stellar black hole	1
Apartheid	Aviary	1
Hydraulics	Stirling cycle	1
Discrimination	Gender (role)	1
Hydraulics	Stochastic process	1
Discrimination	Gender archaeology	1
Hydraulics	Straw	1
Discrimination	Gender bender	1
Hydraulics	Stress (mechanics)	1
Discrimination	Gender dysphoria	1
Hydraulics	Structural geology	1
Alcoholism	Cyndi Lauper	1
Hydraulics	Subcutaneous injection	1
Apartheid	Avigdor Feldman	1
Hydraulics	Sulfur dioxide	1
Apartheid	Avinash Dixit	1
Hydraulics	Supercavitation	1
Alcoholism	Cytisine	1
Hydraulics	Supercooling	1
Discrimination	Gender neutrality in English	1
Hydraulics	Superfluid helium-4	1
Discrimination	Gender paradigm	1
Hydraulics	Supersolid	1
Alcoholism	Dalvanius Prime	1
Hydraulics	Suspension (chemistry)	1
Discrimination	Gender role footnotes	1
Hydraulics	Swissmem	1
Discrimination	Gender roles	1
Hydraulics	Syrup	1
Discrimination	Gender stereotype	1
Hydraulics	Tablet (pharmacy)	1
Discrimination	Gender stereotypes	1
Hydraulics	Talk:Compressed air vehicles	1
Alcoholism	Dance Dance Revolution Solo	1
Hydraulics	Talk:Equation of state	1
Discrimination	Gender symbol	1
Apartheid	Heinrich Zille	1
Apartheid	Axe (brand)	1
Hydraulics	Talk:Neutronium	1
Discrimination	Gendercide	1
Hydraulics	Talk:Phase (matter)	1
Alcoholism	Daniel L. Ryan	1
Hydraulics	Talk:Physics/wip/development article	1
Alcoholism	Danny Rolling	1
Hydraulics	Talk:Pneumatics	1
Discrimination	Gene Wilder	1
Hydraulics	Talk:Salt (chemistry)	1
Discrimination	General Conference on Weights and Measures	1
Hydraulics	Talk:Technology/Archive 2	1
Apartheid	Axiology	1
Hydraulics	Talk:Water vapor/Archive 30825	1
Discrimination	Generation	1
Hydraulics	Tanaka Hisashige	1
Apartheid	Ayyam El Sadat	1
Hydraulics	Taurine	1
Acid	Basic (chemistry)	1
Hydraulics	Template:Periodic table	1
Discrimination	Genital modification and mutilation	1
Hydraulics	Test tube	1
Alcoholism	Darrell Hammond	1
Hydraulics	TGV track construction	1
Alcoholism	Darth Bane	1
Hydraulics	Thermodynamic activity	1
Discrimination	Genootskap van Regte Afrikaners	1
Hydraulics	Thermodynamic system	1
Acid	Basic aromatic ring	1
Hydraulics	Threonine	1
Discrimination	Gentleman's Agreement	1
Hydraulics	Timeline of chemical element discoveries	1
Discrimination	Geoffrey Beene	1
Hydraulics	Timeline of thermodynamics	1
Discrimination	Geoffrey Pyke	1
Hydraulics	Tokyo Wars	1
Discrimination	Geography of Africa	1
Hydraulics	Toothpaste	1
Discrimination	Geography of Botswana	1
Hydraulics	Torpedo	1
Discrimination	Geography of Hungary	1
Hydraulics	Train	1
Discrimination	Geography of Lesotho	1
Hydraulics	Tramways in Île-de-France	1
Discrimination	Geography of Mozambique	1
Hydraulics	Transport	1
Apartheid	Azerbaijani cuisine	1
Hydraulics	Transport in the Republic of Macedonia	1
Discrimination	George Bernard Shaw	1
Hydraulics	Triple point	1
Discrimination	George Best	1
Hydraulics	Tubeless tire	1
Discrimination	George Local Municipality	1
Hydraulics	Tyntesfield	1
Discrimination	George Robertson, Baron Robertson of Port Ellen	1
Hydraulics	Underwater	1
Discrimination	George Takei	1
Hydraulics	Universe	1
Discrimination	George VI	1
Hydraulics	User talk:110.224.66.160	1
Discrimination	George, Western Cape	1
Hydraulics	User talk:113.161.69.82	1
Discrimination	Gerald Bull	1
Hydraulics	User talk:117.213.66.187	1
Discrimination	Geraldine Ferraro	1
Hydraulics	User talk:120.61.125.221	1
Apartheid	Azim Premji	1
Hydraulics	User talk:122.174.0.46	1
Discrimination	German Revolution of 1918–19	1
Hydraulics	User talk:123.201.235.237	1
Discrimination	Germanic languages	1
Hydraulics	User talk:142.29.140.105	1
Discrimination	Germanic peoples	1
Hydraulics	User talk:142.29.140.95	1
Discrimination	Germany	1
Hydraulics	User talk:142.30.72.196	1
Alcoholism	Dartmouth College	1
Hydraulics	User talk:142.33.56.143	1
Discrimination	Ghana	1
Hydraulics	User talk:147.252.219.83	1
Discrimination	Ghana Armed Forces	1
Hydraulics	User talk:168.169.226.36	1
Discrimination	Gil Scott-Heron	1
Hydraulics	User talk:169.199.121.16	1
Discrimination	Gil Vicente	1
Hydraulics	User talk:174.113.37.7	1
Discrimination	Gillian Anderson	1
Hydraulics	User talk:184.71.81.202	1
Discrimination	Giraffe	1
Hydraulics	User talk:195.57.30.186	1
Discrimination	Girl	1
Hydraulics	User talk:199.216.100.61	1
Discrimination	Girly girl	1
Hydraulics	User talk:199.216.163.202	1
Discrimination	Glam rock	1
Hydraulics	User talk:199.216.194.142	1
Alcoholism	Dave Jones (footballer, born 1956)	1
Hydraulics	User talk:204.174.237.198	1
Discrimination	Glass cliff	1
Hydraulics	User talk:204.174.237.230	1
Discrimination	Glasses	1
Hydraulics	User talk:207.197.112.200	1
Discrimination	Gleneagles Agreement	1
Hydraulics	User talk:209.162.254.193	1
Discrimination	Glenn Hoddle	1
Hydraulics	User talk:210.193.42.178	1
Discrimination	Glossary of education terms (A–C)	1
Hydraulics	User talk:212.62.39.137	1
Discrimination	Glossary of education terms (D–F)	1
Hydraulics	User talk:216.183.139.228	1
Discrimination	Godspell	1
Hydraulics	User talk:217.33.165.66	1
Discrimination	Gold	1
Hydraulics	User talk:220.225.215.93	1
Discrimination	Gone with the Wind (novel)	1
Hydraulics	User talk:24.161.150.122	1
Discrimination	Good cop/bad cop	1
Hydraulics	User talk:24.207.139.141	1
Discrimination	Good Samaritan law	1
Hydraulics	User talk:27.4.176.57	1
Discrimination	Good Times	1
Hydraulics	User talk:41.132.66.68	1
Discrimination	Goodness Gracious Me (BBC)	1
Hydraulics	User talk:50.71.87.170	1
Discrimination	Google	1
Hydraulics	User talk:60.48.51.69	1
Discrimination	Goosebumps Series 2000	1
Hydraulics	User talk:65.12.7.227	1
Discrimination	Gossip	1
Hydraulics	User talk:65.95.126.93	1
Discrimination	Goth subculture	1
Hydraulics	User talk:67.212.194.66	1
Discrimination	Gothenburg	1
Hydraulics	User talk:69.27.245.30	1
Discrimination	Gough Whitlam	1
Hydraulics	User talk:70.24.85.158	1
Discrimination	Govan Mbeki	1
Hydraulics	User talk:70.54.124.121	1
Discrimination	Governess	1
Hydraulics	User talk:71.114.69.133	1
Discrimination	Graaff-Reinet	1
Hydraulics	User talk:74.162.130.207	1
Discrimination	Graceland (album)	1
Hydraulics	User talk:74.5.142.197	1
Apartheid	B. G. Kher	1
Hydraulics	User talk:75.152.245.227	1
Acid	Basic helix-loop-helix	1
Hydraulics	User talk:82.178.217.224	1
Discrimination	Granfalloon	1
Hydraulics	User talk:82.43.149.52	1
Discrimination	Grape	1
Hydraulics	User talk:85.154.230.198	1
Discrimination	Gratuity	1
Hydraulics	User talk:86.150.20.135	1
Discrimination	Grayson Perry	1
Hydraulics	User talk:89.238.148.34	1
Discrimination	Great Trek	1
Hydraulics	User talk:92.5.138.90	1
Discrimination	Greece	1
Hydraulics	User talk:97.81.48.69	1
Discrimination	Greek language	1
Hydraulics	User talk:99.112.206.98	1
Discrimination	Green	1
Hydraulics	User talk:99.230.154.12	1
Alcoholism	David Boring	1
Hydraulics	User talk:99.239.82.224	1
Discrimination	Green Party of England and Wales	1
Hydraulics	User talk:Aceruler1	1
Apartheid	B. K. Goyal	1
Hydraulics	User talk:Apengineering	1
Discrimination	Greenstick fracture	1
Hydraulics	User talk:Benitocamela1234567890	1
Discrimination	Greville Janner	1
Hydraulics	User talk:David Martland	1
Discrimination	Grey market	1
Hydraulics	User talk:Ilovelearn1234	1
Discrimination	Greyton	1
Hydraulics	User talk:MVivekz	1
Discrimination	Grief	1
Hydraulics	User talk:Pneumaticshop	1
Discrimination	Grigory Kotoshikhin	1
Hydraulics	User talk:Ravelite	1
Discrimination	Griqua people	1
Hydraulics	User talk:Shelleyauto	1
Discrimination	Grosse Pointe Blank	1
Hydraulics	User:Ag0700/Books/BehaveNeuro	1
Discrimination	Group dynamics	1
Hydraulics	User:Ag0700/Books/Physics- up to research	1
Discrimination	Group of 77	1
Hydraulics	User:BluSkyy	1
Discrimination	Grozny	1
Hydraulics	User:Btrflyflwr/Books/jan	1
Discrimination	GSM	1
Hydraulics	User:Btrflyflwr/Books/jan30	1
Discrimination	Gua sha	1
Hydraulics	User:Elvara11/Books/Fluid dynamics	1
Discrimination	Guangzhou	1
Hydraulics	User:Gerryratering1234/Books/control	1
Discrimination	Guardian Angels	1
Hydraulics	User:Heine/HeineWiki/Norway	1
Discrimination	Guernsey	1
Hydraulics	User:Jcdmelo/Books/Princípios de Engenharia	1
Discrimination	Guerrilla warfare	1
Hydraulics	User:Jeff Dahl/sandbox/Priestly	1
Discrimination	Guess (clothing)	1
Hydraulics	User:Keithlear/Books/Valves and Control Systems	1
Discrimination	Gugulethu	1
Hydraulics	User:LinkBot/suggestions/Automobile	1
Discrimination	Guilt (emotion)	1
Hydraulics	User:Masinich/sandbox3	1
Discrimination	Guilt society	1
Hydraulics	User:Mountainlax23/Books/Index of Mechanical Engineering Articles	1
Discrimination	Guinea	1
Hydraulics	User:Rkrish67/Books/Industrial Fluid Power	1
Discrimination	Guinea-Bissau	1
Hydraulics	User:RTC/Lithium	1
Apartheid	B. K. S. Iyengar	1
Hydraulics	User:RyanPeterNel/Books/Physics	1
Discrimination	Gummo	1
Hydraulics	User:TobyNWhiskers/sandbox	1
Discrimination	Gun control	1
Hydraulics	User:Wavelength/Articles userfied/List of environmental topics/P	1
Discrimination	Guy Gardner (comics)	1
Hydraulics	User:Wavylips/Books/waunk	1
Discrimination	Gynocriticism	1
Hydraulics	User:Zinjanthropus boisei/Books/Computer Semi-conducter Logic	1
Discrimination	H. G. Wells	1
Hydraulics	Valproate	1
Discrimination	Habeas corpus	1
Hydraulics	Van der Waals equation	1
Discrimination	Haec-Vir	1
Hydraulics	Vaporization	1
Discrimination	Hair (musical)	1
Hydraulics	Verapamil	1
Discrimination	Halfway house	1
Hydraulics	Virtual particle	1
Discrimination	Hall Caine	1
Hydraulics	Volkswagen Passat B3	1
Discrimination	Halle Berry	1
Hydraulics	Vorticity	1
Discrimination	Halo effect	1
Hydraulics	War of Currents	1
Discrimination	Hamlet	1
Hydraulics	Washstand	1
Discrimination	Hammer v. Dagenhart	1
Hydraulics	Wastegate	1
Discrimination	Hank Snow	1
Hydraulics	Water balloon	1
Discrimination	Hannah Höch	1
Hydraulics	Water rocket	1
Discrimination	Hannibal Lecter	1
Hydraulics	Wear	1
Discrimination	Hans Zimmer	1
Hydraulics	Westinghouse Air Brake Company	1
Discrimination	Hansie Cronje	1
Hydraulics	Wikipedia talk:Vital articles/Archive 3	1
Discrimination	Happy Hustle High	1
Hydraulics	Wikipedia:Articles for deletion/Log/2006 July 20	1
Alcoholism	Talk:Machismo	1
Hydraulics	Wikipedia:Articles for deletion/MAC Valves Inc.	1
Discrimination	Harassment in the United Kingdom	1
Hydraulics	Wikipedia:New contributors' help page/Archive/Apr 2006	1
Discrimination	Harbor	1
Hydraulics	Wikipedia:Pages needing attention/Engineering	1
Discrimination	Hard Time (comics)	1
Hydraulics	Wikipedia:Reference desk/Archives/Science/2007 January 30 to 31	1
Discrimination	Harold Macmillan	1
Hydraulics	Wikipedia:Suggestions for disambiguation repair/A21	1
Discrimination	Harrogate Grammar School	1
Hydraulics	Wikipedia:Village pump/January 2004 archive 2	1
Discrimination	Harry Belafonte	1
Hydraulics	Wikipedia:WikiProject Engineering	1
Discrimination	Harry Hay	1
Hydraulics	Wikipedia:WikiProject Physics/Taskforces/Fluid dynamics	1
Discrimination	Hartebeest	1
Hydraulics	Wikipedia:WikiProject South Africa/Wikipedia Primary School/Articles list	1
Discrimination	Hartenbos	1
Hydraulics	Wikipedia:WikiProject Spam/COIReports/2011, Feb 11	1
Discrimination	Harvey Mansfield	1
Hydraulics	Wikipedia:WikiProject Spam/Local/e-pneumatic.com	1
Discrimination	Harvey Milk	1
Hydraulics	William John Macquorn Rankine	1
Discrimination	Hastings Banda	1
Hydraulics	Windsock	1
Discrimination	Hasty generalization	1
Hydraulics	You Don't Know Jack (video game series)	1
Alcoholism	David Brooks (cultural commentator)	1
Hydraulics	Zuken	1
Alcoholism	David Gulpilil	1
Khoikhoi	!!!	1
Alcoholism	David Oldfield (politician)	1
Khoikhoi	13th century in South Africa	1
Alcoholism	David Strickland	1
Khoikhoi	1610s in South Africa	1
Discrimination	Hausdorff dimension	1
Khoikhoi	1630s in South Africa	1
Discrimination	Hawai'i State Judiciary	1
Khoikhoi	1800 in South Africa	1
Discrimination	Hawaii State Family Courts	1
Khoikhoi	1802 in South Africa	1
Discrimination	Haworthia	1
Khoikhoi	1804 in South Africa	1
Discrimination	Hazaras	1
Khoikhoi	1806 in South Africa	1
Alcoholism	David Thorstad	1
Khoikhoi	1808 in South Africa	1
Discrimination	He, She and It	1
Khoikhoi	1810 in South Africa	1
Discrimination	He's a Lady	1
Khoikhoi	1812 in South Africa	1
Discrimination	Head of state	1
Khoikhoi	1814 in South Africa	1
Discrimination	Health Insurance Portability and Accountability Act	1
Khoikhoi	1816 in South Africa	1
Discrimination	Health Sciences North	1
Khoikhoi	1818 in South Africa	1
Discrimination	Heard Island and McDonald Islands	1
Acid	Goat Rocks	1
Discrimination	Heartbeat (UK TV series)	1
Khoikhoi	1821 in South Africa	1
Discrimination	Heat wave	1
Apartheid	Helen Zille	1
Discrimination	Heather Mills	1
Khoikhoi	1825 in South Africa	1
Discrimination	Heather O'Rourke	1
Khoikhoi	1827 in South Africa	1
Discrimination	Heavy Metal (film)	1
Khoikhoi	1829 in South Africa	1
Discrimination	Heckler & Koch MP5	1
Khoikhoi	1831 in South Africa	1
Discrimination	Hedge fund	1
Khoikhoi	1833 in South Africa	1
Discrimination	Heidelberg, Western Cape	1
Khoikhoi	1835 in South Africa	1
Discrimination	Heidi Fleiss	1
Apartheid	Hellcat Records	1
Alcoholism	David Vitter	1
Khoikhoi	1839 in South Africa	1
Discrimination	Heinrich Zille	1
Khoikhoi	1841 in South Africa	1
Discrimination	Heinz Leymann	1
Khoikhoi	1843 in South Africa	1
Discrimination	Hellcat Records	1
Khoikhoi	1845 in South Africa	1
